,objectid,State,District,st_area(sh,st_length(,Confirmed,Active,Recovered,Deceased,Zone,Population,Longitude,Latitude,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow Depth,Short-wave irradiation
361,366,Tripura,West Tripura,1130627355.9898055,201636.3445843175,9940,1331,8436,162,2,1725739,91.38234466128822,23.899184295555063,300.23,75.1,1003.6,1.18,181.45,2.192545,0.0,0.0,6712.267
362,367,Delhi,South East Delhi,132151569.80145252,60225.19098632053,130,130,0,0,0,637775.0,77.28990257206472,28.548170168546704,305.89,33.04,980.5,0.28,282.8,0.00011999999999999999,0.0,0.0,7383.673
363,368,Rajasthan,Ajmer,10597864235.05066,941869.0821893816,7639,308,7219,112,0,2584913.0,74.73431272390508,26.168627007105524,306.0,24.21,961.79,4.64,273.57,0.0,0.0,0.0,7483.259
364,369,Madhya Pradesh,Chhatarpur,10572274420.112478,1114683.3800879018,1323,107,1190,26,2,1762375.0,79.572670150255,24.764120910175276,305.83,26.84,971.94,0.83,43.55,4e-06,0.0,0.0,7395.262
365,370,Gujarat,Sabarkantha,4971782194.26034,641132.5438893092,1212,272,929,11,1,1388671.0,73.06668727414339,23.821604364557793,308.26,19.58,980.52,4.44,291.61,0.0,0.0,0.0,7732.03
366,371,Gujarat,Kutch,50180419583.61116,2139246.581708469,2319,768,1518,33,1,2090313.0,70.37264616363119,23.371597614837665,307.1,38.21,1004.88,5.44,266.55,0.023135,0.0,0.0,7686.985
367,372,Gujarat,Rajkot,8883419584.26461,1034893.12242175,10413,1213,9054,146,1,3015229.0,70.76956544067815,22.095360244486567,306.8,37.56,994.18,5.09,291.41,0.043813,0.0,0.0,7671.323
368,373,Gujarat,Kheda,4012508511.9138923,518923.7910013584,1360,73,1272,15,1,12053769.0,72.94500095404575,22.846115253246506,309.33,23.82,1000.07,3.97,290.88,1e-06,0.0,0.0,7550.521
369,374,Gujarat,Bhavnagar,7965461688.0821905,689485.4473749922,4414,293,4054,67,0,2393272.0,71.93583324849841,21.50085071149696,308.03,34.77,1002.16,2.3,276.28,5.1e-05,0.0,0.0,7443.01
370,375,Bihar,Kishanganj,2474760065.604127,465481.325628301,3240,190,3040,10,2,1690400.0,87.9734349372457,26.24822864202541,300.37,65.89,990.01,1.61,121.93,1.9786259999999998,0.0,0.0,6290.49
371,376,Gujarat,Jamnagar,7758915524.758158,1181420.5191105432,6815,370,6410,35,1,1407635.0,70.2189669019777,22.48591994502515,304.62,54.31,1003.42,5.31,275.97,0.045347000000000005,0.0,0.0,7661.514
372,377,Ladakh,Leh,231679278920.1241,3910258.2475101473,3073,953,2094,26,1,147104.0,76.94013609937005,34.43995854720253,271.88,68.73,588.2,1.36,231.05,0.10301700000000001,1.9213200000000001,0.061772,8426.053
373,378,Jammu and Kashmir,Anantnag,4011932262.159936,471288.3982847497,3707,313,3325,69,0,1069749.0,75.23419148571507,33.81932493760922,283.29,70.73,722.77,0.47,215.01,4.232424,0.7768430000000001,0.032658,5623.964
374,379,Jammu and Kashmir,Srinagar,585347491.5852861,193115.7633052565,16164,1776,14078,310,0,1236829.0,74.90814273267745,34.11523168674654,284.06,71.97,736.15,0.7,185.32,5.51821,0.6854,0.018816,5308.308
375,380,Jammu and Kashmir,Pulwama,1314758408.7140286,223067.58556399046,4169,352,3745,72,2,570060.0,74.94303838420724,33.90717951529239,285.79,68.52,752.72,0.37,197.38,4.404085,0.0,4.5e-05,5199.51
376,381,Jammu and Kashmir,Jammu,3328595711.632232,492195.76952317,14950,1610,13128,212,1,1526406.0,74.76621145633982,32.838327989362995,298.94,56.53,917.64,1.13,334.68,0.264828,0.0,0.0,5993.957
377,382,Himachal Pradesh,Kangra,8025186845.304499,683605.961327297,2512,363,2096,53,1,1507223.0,76.44513632085993,32.11790705646666,292.57,60.11,824.77,1.06,296.56,0.635633,0.078193,0.013055,6913.395
378,383,Punjab,Hoshiarpur,4678944889.342664,514813.1502422749,4906,502,4226,178,1,1582793.0,75.86571732062305,31.512302984044695,303.3,45.76,963.68,0.87,321.68,0.003285,0.0,4e-06,6072.097
379,384,Punjab,Amritsar,3708718772.596182,449970.7636107632,10827,823,9606,398,1,2490656,74.94576832442738,31.682574080506857,304.13,46.42,978.26,0.9,333.37,0.001537,0.0,0.0,6023.312
380,385,Himachal Pradesh,Shimla,7029470115.740707,656321.4996460757,1516,344,1119,45,2,813384.0,77.57244279492862,31.18739448470247,288.58,70.71,779.39,1.73,296.57,1.4172049999999998,0.022466,0.0021969999999999997,6685.333
381,386,Punjab,Jalandhar,3621063397.277788,540668.104915056,13713,1005,12283,425,0,2181753.0,75.52868186036663,31.295724552772246,304.51,42.76,975.34,0.89,330.74,0.00061,0.0,0.0,6322.677
382,387,Punjab,Rupnagar,1878881760.7930613,393215.43570769,2229,358,1781,90,2,683349.0,76.5139846605077,31.10292687807311,301.41,47.56,938.26,0.95,326.38,0.029477999999999997,0.0,2e-06,6353.714
383,388,Uttarakhand,Dehradun,4186572765.338594,592796.0813617889,14497,2633,11477,332,1,1695860.0,77.96198181713885,30.507188930955365,295.29,59.82,871.78,0.98,285.85,0.578292,0.000609,7.000000000000001e-06,6354.523
384,389,Punjab,Sahibzada Ajit Singh Nagar,1477915818.0977714,376644.2622590881,10963,952,9818,193,1,986147.0,76.7542978427692,30.636539714052848,302.29,45.75,950.2,1.28,342.93,0.010945,0.0,0.0,6652.393
385,390,Punjab,Faridkot,1999600407.6649168,258355.06725357586,2889,239,2599,51,1,618008.0,74.75150520818386,30.63266007429675,307.01,33.65,980.95,0.24,260.3,6.500000000000001e-05,0.0,0.0,7377.64
386,391,Punjab,Fatehgarh Sahib,1567719449.3887475,291323.7505895376,1988,94,1800,94,2,599814.0,76.39424621774022,30.638374307315,304.01,42.08,967.03,1.02,349.04,0.003339,0.0,0.0,6809.417
387,392,Punjab,Sangrur,4858328439.326546,579607.4643752759,3678,148,3375,155,1,1654408.0,75.88824684258938,30.223831353085725,306.16,35.3,977.7,0.65,351.49,5.3e-05,0.0,0.0,7390.405
388,393,Punjab,Barnala,1920924157.0774765,288457.55502003,1889,232,1610,47,1,596294.0,75.48343719510291,30.38873682881787,306.58,34.01,978.65,0.5,344.58,4.5e-05,0.0,0.0,7433.345
389,394,Punjab,Bathinda,4505669820.602816,495446.1379752243,6320,1273,4919,128,2,1388859.0,75.11576623796974,30.18335542135928,307.56,29.62,980.15,0.33,268.54,1.9e-05,0.0,0.0,7529.85
390,395,Punjab,Patiala,4417872714.291164,728010.8885585953,11977,726,10903,348,0,1892282.0,76.40468628738579,30.27835105578559,304.95,39.45,973.77,0.94,353.71,0.001466,0.0,0.0,7154.363
391,396,Rajasthan,Ganganagar,14423235911.655178,975333.3408499896,1863,255,1589,19,2,1969168,73.76533949194881,29.297494952794747,308.23,25.41,983.56,2.22,224.03,0.0,0.0,0.0,7233.651
392,397,Uttarakhand,Haridwar,3056682483.7757173,336783.85462437826,10044,1528,8371,105,0,1927029.0,77.93422070744512,29.898458130911866,302.52,45.74,956.27,0.49,210.6,0.191182,0.0,0.0,6716.514
393,398,Haryana,Kaithal,3062401933.504485,399797.35046854435,2606,235,2330,41,1,1072861.0,76.3727032204704,29.892523152060505,305.85,35.97,977.37,0.7,346.53,0.001968,0.0,0.0,7422.078
394,399,Haryana,Sirsa,5672844930.703997,498453.6391039175,4161,442,3649,70,1,1295114.0,74.9803784740452,29.586694019300076,308.17,24.8,981.25,1.41,237.9,1e-06,0.0,0.0,7549.903
395,400,Rajasthan,Hanumangarh,12796945953.20924,1091321.7445998285,1085,161,919,5,1,1779650.0,74.7779036433069,29.163921380602265,307.88,24.44,981.14,2.13,239.18,0.0,0.0,0.0,7472.551
396,401,Haryana,Karnal,3263828960.904214,366768.9371512597,7745,614,7020,111,1,1506323.0,76.95324521219388,29.729237298556065,305.16,38.18,976.29,0.58,322.5,0.010657,0.0,0.0,7254.881
397,402,Haryana,Fatehabad,3353630553.0674233,381009.200572584,2506,281,2180,45,1,941522.0,75.56760776058536,29.581705069597966,307.81,26.6,979.86,0.88,264.52,4e-06,0.0,0.0,7570.483
398,403,Uttar Pradesh,Muzaffarnagar,3622076724.3849626,401092.769236146,5221,555,4590,76,0,3541952.0,77.65668298981427,29.4054497849288,305.06,38.97,977.06,0.45,238.34,0.050237000000000004,0.0,0.0,7123.068
399,404,Haryana,Hisar,5367512021.337421,489519.8865720248,7079,962,6035,82,1,1742815.0,75.80801050553634,29.225810611418847,307.64,25.99,979.65,1.34,266.49,5e-06,0.0,0.0,7552.56
400,405,Uttarakhand,Nainital,5266857867.9878435,507186.73586123716,6241,737,5350,124,1,955128.0,79.47671257451876,29.305872679891188,296.69,64.72,916.35,1.31,135.35,2.83954,0.0,2e-06,5552.408
401,406,Haryana,Panipat,1672564165.8008304,230938.62724165164,7577,388,7096,93,1,1202811.0,76.96060852920468,29.35356873357302,305.76,35.13,978.27,0.45,293.42,0.004275,0.0,0.0,7369.87
402,407,Uttarakhand,Udham Singh Nagar,3507423530.2701263,662543.2245037748,8780,543,8090,69,2,1648367.0,79.43837597551307,29.024080667096673,299.85,59.7,964.67,2.53,113.53,1.039868,0.0,0.0,6056.469
403,408,Uttar Pradesh,Baghpat,1737579443.9999053,254094.5117853623,1370,116,1230,24,1,1303048,77.31853259893607,29.09587169434918,305.68,35.55,979.21,0.35,243.29,0.004211,0.0,0.0,7303.164
404,409,Uttar Pradesh,Meerut,3404582671.880609,373056.07667134935,11041,1884,8892,265,0,3001636.0,77.77733394534278,29.013536553703485,305.21,38.23,979.9,0.46,153.84,0.029994999999999997,0.0,0.0,7202.591
405,410,Rajasthan,Bikaner,39093040440.18218,1388718.616507488,7971,855,6998,118,1,2367745.0,73.52588176813165,28.15283069145615,307.58,21.53,978.12,4.17,248.15,0.0,0.0,0.0,7415.188
406,411,Uttar Pradesh,Rampur,3093110561.2701716,471292.28767879936,4819,206,4568,45,0,1922450.0,79.0916308070165,28.817804142652996,302.05,51.51,978.3,2.48,107.49,0.38263400000000003,0.0,0.0,6537.535
407,412,Haryana,Rohtak,2196371575.1691675,286398.8996111992,6436,691,5676,69,1,1058683.0,76.50696858155624,28.911385092495674,306.93,28.25,979.22,0.96,275.49,0.0,0.0,0.0,7479.448
408,413,Punjab,Pathankot,1335269746.1236913,293081.6080052089,3934,324,3523,87,1,676598.0,75.63312436223259,32.30544234629112,299.48,53.72,918.51,0.93,328.31,0.175377,0.0,2.1e-05,6383.753
409,414,Haryana,Panchkula,1216451070.147204,280726.8747609445,6451,507,5844,100,1,558890.0,76.94999951492959,30.656295739949872,300.94,48.41,935.44,1.37,338.16,0.049451999999999996,0.0,0.0,6574.054
410,415,Haryana,Ambala,2027177349.71505,448528.22801707475,8373,364,7908,101,1,11367841.0,76.86090211707055,30.322996670975016,303.5,43.36,964.44,1.21,346.05,0.004657,0.0,0.0,6874.589
411,416,Maharashtra,Aurangabad,11578394174.687496,882986.7071666436,38163,9905,27341,917,0,2897013.0,75.28486698222726,20.12374945455786,306.77,28.54,949.29,4.44,328.36,0.0006450000000000001,0.0,0.0,7352.824
412,417,Uttar Pradesh,Balrampur,4266809706.206025,528994.3152404479,1622,124,1473,25,1,598855.0,82.43649819018772,27.349970707129895,301.28,56.17,990.4,2.11,89.77,0.443774,0.0,0.0,6064.414
413,418,Maharashtra,Raigad,7855353536.142737,852475.0833251621,54211,6887,46002,1320,1,2207929.0,73.21365711365206,18.458828319580178,303.85,58.2,987.53,3.47,313.69,0.205891,0.0,0.0,6863.85
414,419,Chhattisgarh,Raigarh,8238179213.431195,774463.4977857006,8183,1773,6336,74,2,1493627.0,83.27176503847718,21.92327978901318,304.78,38.69,975.54,1.18,333.12,0.000206,0.0,0.0,7408.412
415,420,Chhattisgarh,Bilaspur,6517972013.15674,695139.9341621622,8499,612,7806,81,2,1961922.0,82.08035020696033,22.428734357837186,303.33,36.99,959.0,1.33,342.15,0.000413,0.0,0.0,7009.153
416,421,Himachal Pradesh,Bilaspur,1604142353.9672813,300260.2776725951,944,201,739,4,2,1961922.0,76.66722131518549,31.36593589484496,303.33,36.99,959.0,1.33,342.15,0.000413,0.0,0.0,7009.153
417,422,Puducherry,Karaikal,168516447.11875775,124456.96508934107,2936,548,2339,49,2,200222,79.78163809690247,10.935172645591393,304.6,63.14,1006.39,2.39,155.11,0.66747,0.0,0.0,5541.545
418,423,Gujarat,Navsari,2543082443.553329,344506.1713362269,1244,72,1165,7,1,1329672,73.12889114681691,20.83374962262789,305.98,49.54,999.14,3.25,249.09,0.12465699999999999,0.0,0.0,7325.403
419,424,Chhattisgarh,Sukma,5880103548.562796,571407.388297756,2091,371,1716,4,2,249841.0,81.34600350589263,18.344873971336213,303.96,55.49,973.14,1.29,182.85,0.43356300000000003,0.0,0.0,7173.27
420,425,West Bengal,Malda,4398953873.710914,531481.7633974812,7465,728,6681,56,0,3997970.0,88.17485482819758,25.169001539702197,301.48,65.57,1004.64,2.06,120.33,2.507017,0.0,0.0,6395.585
421,426,Manipur,Imphal West,540647028.5233625,233290.03557988442,3376,3304,52,20,2,514683.0,93.8742204000703,24.74343049123485,296.46,63.8,910.36,0.69,299.68,2.589027,0.0,0.0,6198.069
422,427,West Bengal,Birbhum,5465723410.025998,743720.7847077997,4430,584,3813,33,2,3502387.0,87.64771470483494,24.081359216234425,301.89,63.25,998.44,1.39,139.73,2.35425,0.0,0.0,6376.862
423,428,West Bengal,Nadia,4670037802.585938,760613.0679682241,8336,1054,7179,103,1,5167600,88.56096374953277,23.526858541363875,301.58,68.15,1006.28,1.48,155.88,3.037113,0.0,0.0,6221.754
424,429,West Bengal,Purba Bardhaman,6449898256.736411,632226.3385672666,5582,736,4790,56,1,4835532.0,87.96378543358026,23.35774193700299,302.1,65.24,1004.42,1.42,175.98,2.506617,0.0,0.0,6325.611
425,430,West Bengal,North 24 Parganas,4734497048.893097,638073.4988177739,57081,6235,49624,1222,0,10082852.0,88.76156002765427,22.826537287583363,301.35,72.61,1007.33,1.62,181.48,3.561125,0.0,0.0,6289.409
426,431,West Bengal,Paschim Medinipur,7377312703.192544,617700.1731370769,10691,982,9549,160,0,5943300.0,87.43411091406129,22.37919787997425,301.28,74.2,1004.34,1.98,179.42,2.311407,0.0,0.0,6712.199
427,432,West Bengal,Kolkata,116181140.16614006,69716.43342116532,62131,6258,54045,1828,0,4486679.0,88.33332635554895,22.550774342765763,301.54,72.43,1007.26,2.01,193.52,3.2320130000000002,0.0,0.0,6384.854
428,433,West Bengal,Purba Medinipur,4637089443.983885,442117.05412368843,11871,1211,10516,144,0,5094238.0,87.65675111613395,22.093970498004676,301.28,76.33,1006.64,2.36,181.7,2.6937130000000002,0.0,0.0,6657.276
429,434,Odisha,Sundargarh,11400602881.098042,896512.8167967611,8253,784,7421,48,1,1830673.0,84.4575579930124,22.049942752726018,303.84,46.86,971.39,0.87,338.25,0.108822,0.0,0.0,7466.062
430,435,Odisha,Balasore,4503333982.076921,616650.9872808029,8350,760,7538,52,0,2320529.0,86.90717110594545,21.53764261714861,301.57,76.15,1002.95,1.94,174.95,2.7037709999999997,0.0,0.0,6837.063
431,436,Assam,Biswanath,2248084528.590674,259993.6804028397,467,88,379,0,2,580000.0,93.5053961839124,26.856725681524292,298.08,68.01,960.29,0.14,138.25,2.6873400000000003,0.0,0.0,5862.551
432,437,West Bengal,Paschim Bardhaman,1923795980.9948432,283153.89263471053,7822,762,6983,77,1,2882031.0,87.11063104407344,23.683471212125514,301.75,63.41,993.47,1.14,159.22,1.5992540000000002,0.0,0.0,6558.861
433,438,West Bengal,Uttar Dinajpur,3848813612.982464,804887.7415177468,3972,363,3568,41,2,3000849.0,88.17919098702201,25.954700473220313,300.97,67.03,1002.65,1.8,123.23,1.962896,0.0,0.0,6438.517
434,439,Chandigarh,Chandigarh,155610321.37974727,73471.99187428983,12922,1392,11344,186,0,1055450,76.78308679415271,30.73645027381663,301.48,47.31,940.24,1.26,338.99,0.019323,0.0,0.0,6558.689
435,440,Uttar Pradesh,Bijnor,6084085594.445947,444984.62904145406,3222,270,2906,46,0,3130586.0,78.46870484033096,29.36491455065155,302.73,46.51,965.79,1.24,135.23,0.353515,0.0,0.0,6695.831
436,441,Dadra and Nagar Haveli and Daman and Diu,Daman,66722339.91201969,49988.232471998905,1296,51,1224,1,2,191173,72.873371485283,20.4126267415255,303.88,62.98,999.97,3.81,260.04,0.18590299999999998,0.0,0.0,7200.633
437,442,Maharashtra,Mumbai Suburban,490870437.03016,118971.15885821295,0,0,0,0,0,8587000.0,72.83217567718752,19.154619220733398,303.29,67.0,1002.88,3.91,297.62,0.301045,0.0,0.0,6874.593
438,443,Bihar,Gopalganj,2554057499.963269,397275.8654389543,4493,355,4135,3,1,2562012.0,84.34088612386773,26.437015419508118,302.21,57.59,998.94,2.32,101.69,0.582677,0.0,0.0,6218.786
439,444,Uttar Pradesh,Ambedkar Nagar,2914692271.127261,438582.3282885165,1549,185,1331,33,2,2025376.0,82.6450177180486,26.366093532383047,303.66,46.56,996.49,0.87,98.24,0.024268,0.0,0.0,7128.367
440,445,Uttar Pradesh,Jalaun,5681732379.786474,561886.4586193765,2446,233,2183,30,1,1689974,79.29318165256723,26.098837760252568,306.93,26.45,988.86,0.75,38.09,0.0,0.0,0.0,7313.429
441,446,Assam,Goalpara,2461773954.701029,377429.1823423923,658,38,568,4,1,1008959.0,90.50798776267217,26.00402357764695,300.59,67.49,994.93,0.83,209.67,1.7855919999999998,0.0,0.0,6842.877
442,447,Madhya Pradesh,Sheopur,8179434204.728934,617989.6285075084,904,92,807,5,1,687861,77.15837083747515,25.815189946180546,307.75,21.13,969.66,3.03,309.94,0.0,0.0,0.0,7122.483
443,448,Uttar Pradesh,Mau,2158944490.5454254,348302.4875661342,2531,216,2285,30,1,1849294.0,83.55804719709424,25.987952230124634,303.47,49.31,998.51,1.2,101.39,0.032174,0.0,0.0,7113.02
444,449,Uttar Pradesh,Fatehpur,5171592888.323595,495881.1956546175,2562,492,2022,48,2,2305847.0,80.76122169731562,25.868252901811818,305.03,33.99,992.8,0.79,130.57,2.3e-05,0.0,0.0,7371.083
445,450,Uttar Pradesh,Jaunpur,4993359402.517861,611639.2711580644,5288,355,4862,71,1,4494204,82.57105948819463,25.71871288748572,304.19,43.3,996.59,0.61,152.06,0.001204,0.0,0.0,7283.246
446,451,Rajasthan,Bhilwara,12917800819.421486,825813.5551744484,5023,308,4689,26,1,2410459.0,74.74624219705915,25.40821229182184,307.03,20.6,958.99,4.49,285.05,1e-06,0.0,0.0,7548.479
447,452,Meghalaya,West Khasi Hills,4684606586.206534,464130.6621191642,72,11,60,1,2,294115.0,90.9945151224516,25.644830192084154,296.9,74.24,945.95,0.79,178.08,1.9694630000000002,0.0,0.0,6890.05
448,453,Manipur,Senapati,2157994870.5585337,301994.5754088903,310,289,21,0,2,354772.0,94.15687169738355,25.46153348872401,294.52,64.95,880.01,0.44,306.55,2.1622,0.0,0.0,6402.913
449,454,Rajasthan,Jalor,13043953185.937805,827141.0922488767,2695,156,2513,26,2,1830151.0,72.30728226567156,25.144352953378107,308.08,19.38,986.4,4.42,264.74,0.0,0.0,0.0,7818.49
450,455,Uttar Pradesh,Jhansi,6219425319.175307,1099150.9485727244,7626,542,6921,163,1,1746715.0,78.85818256018187,25.41547929764292,307.66,22.45,979.79,1.35,7.08,0.0,0.0,0.0,7232.981
451,456,Madhya Pradesh,Shivpuri,12658994651.899992,963333.2085597024,2345,301,2020,24,2,1726050.0,77.89310996012169,25.36503822171987,307.62,20.75,965.49,2.76,328.67,0.0,0.0,0.0,7271.044
452,457,Uttar Pradesh,Banda,5486214661.804482,753656.1980982892,2294,305,1965,24,1,1799410,80.47846171414025,25.298851595465447,305.3,31.36,986.0,0.65,137.91,1e-06,0.0,0.0,7395.081
453,458,Manipur,Tamenglong,3855693903.852653,440243.69397985935,442,409,32,1,2,140651,93.5449238560828,25.1152891839252,296.49,66.93,921.7,0.56,299.74,1.2612450000000002,0.0,0.0,6568.172
454,459,Uttar Pradesh,Ghazipur,4175611783.232025,468290.92586658424,4011,219,3737,55,1,3049337.0,83.53516576563791,25.660289257924088,303.96,46.63,998.19,0.95,91.86,0.016382,0.0,0.0,7155.561
455,460,Uttar Pradesh,Kaushambi,2206288969.1508484,297691.8278180975,1625,143,1460,22,1,1294937.0,81.43102808416651,25.524520314423643,304.84,35.82,994.34,0.78,156.56,0.000102,0.0,0.0,7360.537
456,461,Bihar,Bhojpur,2988174868.72602,331452.3607039332,4270,120,4117,33,1,2728407.0,84.49218935997926,25.515526483988523,303.49,50.4,999.15,1.59,91.02,0.102338,0.0,0.0,6880.711
457,462,Bihar,Buxar,2052514825.7488148,285673.9410743433,3536,97,3427,12,0,1706352.0,84.0544479088724,25.45162974862284,303.9,47.23,997.86,1.21,81.91,0.033664,0.0,0.0,7061.329
458,463,Madhya Pradesh,Tikamgarh,4536749314.122863,469021.9484109254,862,92,744,26,1,1445166.0,78.94830689983317,24.880518755994213,307.02,22.91,971.06,1.52,5.51,1e-06,0.0,0.0,7378.648
459,464,Rajasthan,Sirohi,6249980932.888525,499506.38579370116,2164,132,2010,22,2,1037185.0,72.76961234349007,24.755478649531046,307.17,19.58,970.96,4.13,276.57,0.0,0.0,0.0,7841.288
460,465,Uttar Pradesh,Chitrakoot,3916225269.262921,602134.6037045651,1396,117,1269,10,2,800592.0,81.08503846583379,25.155447831649926,304.7,33.57,984.15,0.55,169.17,3.5e-05,0.0,0.0,7364.022
461,466,Uttar Pradesh,Chandauli,3124866774.638784,432886.99668034405,3400,208,3157,35,2,1639777.0,83.28814956174757,25.12434964260761,303.98,43.8,988.89,0.4,85.99,0.004692,0.0,0.0,7254.369
462,467,Uttar Pradesh,Sant Ravidas Nagar,1248102076.1668706,308972.1497682605,1753,172,1566,15,1,1352056.0,82.4908163778832,25.392874504454156,304.17,42.52,994.58,0.56,173.75,7.8e-05,0.0,0.0,7331.118
463,468,Assam,Cachar,4611978588.0795965,488057.5070108149,6216,4685,1498,33,2,1736319.0,92.90736629825837,24.807066767200983,298.4,70.21,967.39,0.5,290.12,1.289411,0.0,0.0,6053.946
464,469,Bihar,Rohtas,4698251646.630772,450381.4522682112,5812,299,5477,36,0,2959918.0,83.94017328554108,24.976976794274282,304.34,42.35,989.13,0.89,57.28,0.015044,0.0,0.0,7223.422
465,470,Jharkhand,Godda,2759829003.890539,346375.7739643741,1726,96,1623,7,2,1313551.0,87.32093681371065,24.831600740143905,301.7,62.05,994.75,1.98,118.81,2.008754,0.0,0.0,6540.115
466,471,Uttar Pradesh,Mirzapur,5398663627.788075,646874.5521135682,2535,155,2354,26,1,2114852.0,82.60383135775481,24.944847733245638,304.17,39.19,985.64,0.37,201.32,0.000393,0.0,0.0,7346.955
467,472,Uttar Pradesh,Lalitpur,6135163590.078063,490053.0326603063,2642,345,2255,42,2,977447.0,78.66984869748828,24.592285589285247,307.08,21.64,963.85,2.3,350.59,1e-06,0.0,0.0,7455.047
468,473,Assam,Karimganj,2234859324.0000854,282986.9891935748,1200,219,955,26,2,1217002.0,92.37844605538974,24.672583230203383,299.71,71.93,992.88,0.31,268.36,1.376886,0.0,0.0,5645.854
469,474,Madhya Pradesh,Neemuch,5234084191.306468,706248.4142633302,2107,208,1867,32,2,826067,75.0608565700023,24.682821909270274,307.45,20.83,957.42,3.76,299.54,1e-06,0.0,0.0,7459.153
470,475,Manipur,Bishnupur,569974926.9231968,297610.03313243657,415,354,58,3,2,240363.0,93.80385910192649,24.46401954283011,296.76,64.11,915.17,0.79,296.9,3.753904,0.0,0.0,5830.973
471,476,Madhya Pradesh,Satna,9124781465.152552,1087379.0439036293,1680,160,1488,32,2,2228935.0,80.74631784187477,24.611630081144092,303.96,34.26,969.42,0.4,166.02,0.000714,0.0,0.0,7316.688
472,477,Madhya Pradesh,Guna,7748412295.350446,758343.6228100378,807,103,690,14,2,1241519.0,77.28762135540096,24.490851884800076,306.84,21.42,955.79,3.39,330.97,1e-06,0.0,0.0,7479.376
473,478,Manipur,Chandel,2556367534.2035,327159.3764122649,160,152,4,4,2,144028.0,93.96177845752801,24.180306257500693,297.52,62.0,921.67,0.63,303.16,8.032738,0.0,0.0,5724.579
474,479,Manipur,Churachandpur,2969694317.2438607,411993.17119650304,677,612,58,7,2,271274.0,93.67442382511062,24.287583872954713,296.58,65.17,913.11,0.75,299.15,4.941749,0.0,0.0,5687.868
475,480,Madhya Pradesh,Ashoknagar,5755129256.693057,481921.7309353496,514,57,443,14,2,845071.0,77.78925216186563,24.59806209270884,306.91,21.05,956.36,3.35,333.86,1e-06,0.0,0.0,7503.393
476,481,Gujarat,Banaskantha,12977932091.083904,989080.6333845231,2278,71,2182,25,0,3116045.0,71.93566576921462,24.250137836527518,308.6,22.33,996.32,4.39,276.74,3e-06,0.0,0.0,7711.953
477,482,West Bengal,Murshidabad,6591378120.662999,654005.2550448431,6646,812,5761,73,1,7103807,88.0749406855802,24.23170913578496,302.06,63.09,1004.14,1.69,131.42,2.9177459999999997,0.0,0.0,6246.207
478,483,Uttar Pradesh,Sonbhadra,8364438137.832964,636578.8922053546,3098,505,2555,38,2,1862612.0,82.98393426477747,24.569010040924564,303.9,39.1,976.65,0.31,327.97,0.002218,0.0,0.0,7403.365
479,484,Mizoram,Kolasib,1894599148.283113,286370.8862154029,229,14,215,0,2,60977.0,92.69159743363403,24.29945303735338,299.28,70.42,973.99,0.45,267.19,2.3340919999999996,0.0,0.0,5931.815
480,485,Tripura,North Tripura,1638342694.4200444,329669.5610413289,2378,594,1763,14,1,693281.0,92.21763297780383,24.12769839778743,299.65,73.92,987.78,0.4,232.37,2.260576,0.0,0.0,6332.074
481,486,Jharkhand,Giridih,6006524291.351235,527913.3808347647,3168,126,3031,11,1,2445474.0,86.11338586143167,24.218659416167554,301.34,57.32,975.16,1.0,115.76,0.560354,0.0,0.0,6964.725
482,487,Mizoram,Mamit,3667160571.859008,444073.0897165807,47,8,39,0,2,62313.0,92.37222715190653,23.87424735083011,298.85,75.72,975.2,0.47,229.79,2.7439240000000003,0.0,0.0,6561.464
483,488,Madhya Pradesh,Singrauli,6937116524.86669,565887.3328820678,1002,240,741,21,2,1178273.0,82.46101831400297,24.252489126082313,303.65,36.09,966.18,0.79,270.43,7e-05,0.0,0.0,7432.253
484,489,Madhya Pradesh,Sidhi,5767573982.359515,581690.6949253428,997,194,795,8,2,1127033.0,81.87450633897079,24.23009894077675,303.41,36.22,963.68,0.71,243.19,0.000396,0.0,0.0,7195.609
485,490,Tripura,Dhalai,2710130247.911209,363801.74149484007,2960,473,2475,11,2,377988.0,91.91262224326391,23.73861371975065,299.57,76.42,993.22,0.58,205.97,1.9525,0.0,0.0,6796.234
486,491,Jharkhand,Garhwa,4924675391.409108,460451.647019467,2247,111,2127,9,1,1322784,83.74097814230876,24.00465193442893,303.41,39.8,965.91,0.92,342.26,0.003953,0.0,0.0,7579.671
487,492,Madhya Pradesh,Sagar,12332547676.743021,1138772.0574223213,2695,524,2059,112,1,2378458.0,78.7863464251065,23.854206083431205,306.64,20.07,954.59,2.46,338.25,1.4999999999999999e-05,0.0,0.0,7342.527
488,493,Mizoram,Champhai,3951532066.105096,391408.8040492097,23,4,19,0,2,101389.0,93.35250673622505,23.626100424604196,296.34,67.45,908.11,0.66,287.11,6.423988,0.0,0.0,5832.828
489,494,Gujarat,Patan,6933879154.663242,807392.8693852195,2039,229,1768,42,1,1343734,71.89085316871426,23.804162779646802,308.8,24.6,1000.62,4.57,281.52,1.7e-05,0.0,0.0,7648.168
490,495,Madhya Pradesh,Damoh,8764699291.367208,709348.5081748958,1832,475,1317,40,2,1264219.0,79.50892105267893,23.85490102217332,306.02,23.07,960.98,1.25,350.82,6.500000000000001e-05,0.0,0.0,7320.573
