,objectid,State,District,st_area(sh,st_length(,Confirmed,Active,Recovered,Deceased,Zone,Population,Longitude,Latitude
408,413,Punjab,Pathankot,1335269746.1236913,293081.6080052089,3934,324,3523,87,1,676598.0,75.63312436223259,32.30544234629112
409,414,Haryana,Panchkula,1216451070.147204,280726.8747609445,6451,507,5844,100,1,558890.0,76.94999951492959,30.656295739949872
410,415,Haryana,Ambala,2027177349.71505,448528.22801707475,8373,364,7908,101,1,11367841.0,76.86090211707055,30.322996670975016
411,416,Maharashtra,Aurangabad,11578394174.687496,882986.7071666436,38163,9905,27341,917,0,2897013.0,75.28486698222726,20.12374945455786
412,417,Uttar Pradesh,Balrampur,4266809706.206025,528994.3152404479,1622,124,1473,25,1,598855.0,82.43649819018772,27.349970707129895
413,418,Maharashtra,Raigad,7855353536.142737,852475.0833251621,54211,6887,46002,1320,1,2207929.0,73.21365711365206,18.458828319580178
414,419,Chhattisgarh,Raigarh,8238179213.431195,774463.4977857006,8183,1773,6336,74,2,1493627.0,83.27176503847718,21.92327978901318
415,420,Chhattisgarh,Bilaspur,6517972013.15674,695139.9341621622,8499,612,7806,81,2,1961922.0,82.08035020696033,22.428734357837186
416,421,Himachal Pradesh,Bilaspur,1604142353.9672813,300260.2776725951,944,201,739,4,2,1961922.0,76.66722131518549,31.36593589484496
417,422,Puducherry,Karaikal,168516447.11875775,124456.96508934107,2936,548,2339,49,2,200222,79.78163809690247,10.935172645591393
418,423,Gujarat,Navsari,2543082443.553329,344506.1713362269,1244,72,1165,7,1,1329672,73.12889114681691,20.83374962262789
419,424,Chhattisgarh,Sukma,5880103548.562796,571407.388297756,2091,371,1716,4,2,249841.0,81.34600350589263,18.344873971336213
420,425,West Bengal,Malda,4398953873.710914,531481.7633974812,7465,728,6681,56,0,3997970.0,88.17485482819758,25.169001539702197
421,426,Manipur,Imphal West,540647028.5233625,233290.03557988442,3376,3304,52,20,2,514683.0,93.8742204000703,24.74343049123485
422,427,West Bengal,Birbhum,5465723410.025998,743720.7847077997,4430,584,3813,33,2,3502387.0,87.64771470483494,24.081359216234425
423,428,West Bengal,Nadia,4670037802.585938,760613.0679682241,8336,1054,7179,103,1,5167600,88.56096374953277,23.526858541363875
424,429,West Bengal,Purba Bardhaman,6449898256.736411,632226.3385672666,5582,736,4790,56,1,4835532.0,87.96378543358026,23.35774193700299
425,430,West Bengal,North 24 Parganas,4734497048.893097,638073.4988177739,57081,6235,49624,1222,0,10082852.0,88.76156002765427,22.826537287583363
426,431,West Bengal,Paschim Medinipur,7377312703.192544,617700.1731370769,10691,982,9549,160,0,5943300.0,87.43411091406129,22.37919787997425
427,432,West Bengal,Kolkata,116181140.16614006,69716.43342116532,62131,6258,54045,1828,0,4486679.0,88.33332635554895,22.550774342765763
428,433,West Bengal,Purba Medinipur,4637089443.983885,442117.05412368843,11871,1211,10516,144,0,5094238.0,87.65675111613395,22.093970498004676
429,434,Odisha,Sundargarh,11400602881.098042,896512.8167967611,8253,784,7421,48,1,1830673.0,84.4575579930124,22.049942752726018
430,435,Odisha,Balasore,4503333982.076921,616650.9872808029,8350,760,7538,52,0,2320529.0,86.90717110594545,21.53764261714861
431,436,Assam,Biswanath,2248084528.590674,259993.6804028397,467,88,379,0,2,580000.0,93.5053961839124,26.856725681524292
432,437,West Bengal,Paschim Bardhaman,1923795980.9948432,283153.89263471053,7822,762,6983,77,1,2882031.0,87.11063104407344,23.683471212125514
433,438,West Bengal,Uttar Dinajpur,3848813612.982464,804887.7415177468,3972,363,3568,41,2,3000849.0,88.17919098702201,25.954700473220313
434,439,Chandigarh,Chandigarh,155610321.37974727,73471.99187428983,12922,1392,11344,186,0,1055450,76.78308679415271,30.73645027381663
435,440,Uttar Pradesh,Bijnor,6084085594.445947,444984.62904145406,3222,270,2906,46,0,3130586.0,78.46870484033096,29.36491455065155
436,441,Dadra and Nagar Haveli and Daman and Diu,Daman,66722339.91201969,49988.232471998905,1296,51,1224,1,2,191173,72.873371485283,20.4126267415255
437,442,Maharashtra,Mumbai Suburban,490870437.03016,118971.15885821295,0,0,0,0,0,8587000.0,72.83217567718752,19.154619220733398
438,443,Bihar,Gopalganj,2554057499.963269,397275.8654389543,4493,355,4135,3,1,2562012.0,84.34088612386773,26.437015419508118
439,444,Uttar Pradesh,Ambedkar Nagar,2914692271.127261,438582.3282885165,1549,185,1331,33,2,2025376.0,82.6450177180486,26.366093532383047
440,445,Uttar Pradesh,Jalaun,5681732379.786474,561886.4586193765,2446,233,2183,30,1,1689974,79.29318165256723,26.098837760252568
441,446,Assam,Goalpara,2461773954.701029,377429.1823423923,658,38,568,4,1,1008959.0,90.50798776267217,26.00402357764695
442,447,Madhya Pradesh,Sheopur,8179434204.728934,617989.6285075084,904,92,807,5,1,687861,77.15837083747515,25.815189946180546
443,448,Uttar Pradesh,Mau,2158944490.5454254,348302.4875661342,2531,216,2285,30,1,1849294.0,83.55804719709424,25.987952230124634
444,449,Uttar Pradesh,Fatehpur,5171592888.323595,495881.1956546175,2562,492,2022,48,2,2305847.0,80.76122169731562,25.868252901811818
445,450,Uttar Pradesh,Jaunpur,4993359402.517861,611639.2711580644,5288,355,4862,71,1,4494204,82.57105948819463,25.71871288748572
446,451,Rajasthan,Bhilwara,12917800819.421486,825813.5551744484,5023,308,4689,26,1,2410459.0,74.74624219705915,25.40821229182184
447,452,Meghalaya,West Khasi Hills,4684606586.206534,464130.6621191642,72,11,60,1,2,294115.0,90.9945151224516,25.644830192084154
448,453,Manipur,Senapati,2157994870.5585337,301994.5754088903,310,289,21,0,2,354772.0,94.15687169738355,25.46153348872401
449,454,Rajasthan,Jalor,13043953185.937805,827141.0922488767,2695,156,2513,26,2,1830151.0,72.30728226567156,25.144352953378107
450,455,Uttar Pradesh,Jhansi,6219425319.175307,1099150.9485727244,7626,542,6921,163,1,1746715.0,78.85818256018187,25.41547929764292
451,456,Madhya Pradesh,Shivpuri,12658994651.899992,963333.2085597024,2345,301,2020,24,2,1726050.0,77.89310996012169,25.36503822171987
452,457,Uttar Pradesh,Banda,5486214661.804482,753656.1980982892,2294,305,1965,24,1,1799410,80.47846171414025,25.298851595465447
453,458,Manipur,Tamenglong,3855693903.852653,440243.69397985935,442,409,32,1,2,140651,93.5449238560828,25.1152891839252
454,459,Uttar Pradesh,Ghazipur,4175611783.232025,468290.92586658424,4011,219,3737,55,1,3049337.0,83.53516576563791,25.660289257924088
455,460,Uttar Pradesh,Kaushambi,2206288969.1508484,297691.8278180975,1625,143,1460,22,1,1294937.0,81.43102808416651,25.524520314423643
456,461,Bihar,Bhojpur,2988174868.72602,331452.3607039332,4270,120,4117,33,1,2728407.0,84.49218935997926,25.515526483988523
457,462,Bihar,Buxar,2052514825.7488148,285673.9410743433,3536,97,3427,12,0,1706352.0,84.0544479088724,25.45162974862284
458,463,Madhya Pradesh,Tikamgarh,4536749314.122863,469021.9484109254,862,92,744,26,1,1445166.0,78.94830689983317,24.880518755994213
459,464,Rajasthan,Sirohi,6249980932.888525,499506.38579370116,2164,132,2010,22,2,1037185.0,72.76961234349007,24.755478649531046
460,465,Uttar Pradesh,Chitrakoot,3916225269.262921,602134.6037045651,1396,117,1269,10,2,800592.0,81.08503846583379,25.155447831649926
461,466,Uttar Pradesh,Chandauli,3124866774.638784,432886.99668034405,3400,208,3157,35,2,1639777.0,83.28814956174757,25.12434964260761
462,467,Uttar Pradesh,Sant Ravidas Nagar,1248102076.1668706,308972.1497682605,1753,172,1566,15,1,1352056.0,82.4908163778832,25.392874504454156
463,468,Assam,Cachar,4611978588.0795965,488057.5070108149,6216,4685,1498,33,2,1736319.0,92.90736629825837,24.807066767200983
464,469,Bihar,Rohtas,4698251646.630772,450381.4522682112,5812,299,5477,36,0,2959918.0,83.94017328554108,24.976976794274282
465,470,Jharkhand,Godda,2759829003.890539,346375.7739643741,1726,96,1623,7,2,1313551.0,87.32093681371065,24.831600740143905
466,471,Uttar Pradesh,Mirzapur,5398663627.788075,646874.5521135682,2535,155,2354,26,1,2114852.0,82.60383135775481,24.944847733245638
467,472,Uttar Pradesh,Lalitpur,6135163590.078063,490053.0326603063,2642,345,2255,42,2,977447.0,78.66984869748828,24.592285589285247
468,473,Assam,Karimganj,2234859324.0000854,282986.9891935748,1200,219,955,26,2,1217002.0,92.37844605538974,24.672583230203383
469,474,Madhya Pradesh,Neemuch,5234084191.306468,706248.4142633302,2107,208,1867,32,2,826067,75.0608565700023,24.682821909270274
470,475,Manipur,Bishnupur,569974926.9231968,297610.03313243657,415,354,58,3,2,240363.0,93.80385910192649,24.46401954283011
471,476,Madhya Pradesh,Satna,9124781465.152552,1087379.0439036293,1680,160,1488,32,2,2228935.0,80.74631784187477,24.611630081144092
472,477,Madhya Pradesh,Guna,7748412295.350446,758343.6228100378,807,103,690,14,2,1241519.0,77.28762135540096,24.490851884800076
473,478,Manipur,Chandel,2556367534.2035,327159.3764122649,160,152,4,4,2,144028.0,93.96177845752801,24.180306257500693
474,479,Manipur,Churachandpur,2969694317.2438607,411993.17119650304,677,612,58,7,2,271274.0,93.67442382511062,24.287583872954713
475,480,Madhya Pradesh,Ashoknagar,5755129256.693057,481921.7309353496,514,57,443,14,2,845071.0,77.78925216186563,24.59806209270884
476,481,Gujarat,Banaskantha,12977932091.083904,989080.6333845231,2278,71,2182,25,0,3116045.0,71.93566576921462,24.250137836527518
477,482,West Bengal,Murshidabad,6591378120.662999,654005.2550448431,6646,812,5761,73,1,7103807,88.0749406855802,24.23170913578496
478,483,Uttar Pradesh,Sonbhadra,8364438137.832964,636578.8922053546,3098,505,2555,38,2,1862612.0,82.98393426477747,24.569010040924564
479,484,Mizoram,Kolasib,1894599148.283113,286370.8862154029,229,14,215,0,2,60977.0,92.69159743363403,24.29945303735338
480,485,Tripura,North Tripura,1638342694.4200444,329669.5610413289,2378,594,1763,14,1,693281.0,92.21763297780383,24.12769839778743
481,486,Jharkhand,Giridih,6006524291.351235,527913.3808347647,3168,126,3031,11,1,2445474.0,86.11338586143167,24.218659416167554
482,487,Mizoram,Mamit,3667160571.859008,444073.0897165807,47,8,39,0,2,62313.0,92.37222715190653,23.87424735083011
483,488,Madhya Pradesh,Singrauli,6937116524.86669,565887.3328820678,1002,240,741,21,2,1178273.0,82.46101831400297,24.252489126082313
484,489,Madhya Pradesh,Sidhi,5767573982.359515,581690.6949253428,997,194,795,8,2,1127033.0,81.87450633897079,24.23009894077675
485,490,Tripura,Dhalai,2710130247.911209,363801.74149484007,2960,473,2475,11,2,377988.0,91.91262224326391,23.73861371975065
486,491,Jharkhand,Garhwa,4924675391.409108,460451.647019467,2247,111,2127,9,1,1322784,83.74097814230876,24.00465193442893
487,492,Madhya Pradesh,Sagar,12332547676.743021,1138772.0574223213,2695,524,2059,112,1,2378458.0,78.7863464251065,23.854206083431205
488,493,Mizoram,Champhai,3951532066.105096,391408.8040492097,23,4,19,0,2,101389.0,93.35250673622505,23.626100424604196
489,494,Gujarat,Patan,6933879154.663242,807392.8693852195,2039,229,1768,42,1,1343734,71.89085316871426,23.804162779646802
490,495,Madhya Pradesh,Damoh,8764699291.367208,709348.5081748958,1832,475,1317,40,2,1264219.0,79.50892105267893,23.85490102217332
491,496,Madhya Pradesh,Shajapur,3874696114.6750064,472571.1298990926,987,111,861,15,1,1512681.0,76.55720499944903,23.395104865683535
492,497,Madhya Pradesh,Rajgarh,7408588381.889944,515465.5045974946,1398,177,1194,27,2,1545814.0,76.75677765984756,23.789104966511406
493,498,Jharkhand,Jamtara,2183906012.732233,368431.2755988315,855,121,732,2,1,791042.0,86.91045457947035,23.975849291076894
494,499,Madhya Pradesh,Katni,6080489417.711295,695129.2819015159,1344,146,1183,15,2,1292042,80.42587548049353,23.76030121108046
495,500,Rajasthan,Banswara,5354946574.996936,485103.4599737909,1307,125,1159,23,0,1798194.0,74.43317370850943,23.49134491629853
496,501,Tripura,Gomati,1929615607.2131624,257852.24890980532,3330,593,2704,32,1,"436,868",91.63268856675452,23.555278137277067
497,502,Jharkhand,Latehar,5139931463.675056,564458.41147135,1581,241,1335,5,2,726978.0,84.48896555813764,23.684264584744454
498,503,Madhya Pradesh,Ratlam,5803408390.085454,624000.8098251253,2117,197,1876,44,1,1455069.0,75.17584665009193,23.474494569119056
499,504,Mizoram,Serchhip,1369797076.2215838,252110.06797879643,63,16,47,0,2,55539.0,92.97509837417707,23.159187790398065
500,505,Gujarat,Gandhinagar,2544681505.2592664,480154.129925679,4026,739,3207,80,0,1387478.0,72.65858537100605,23.204622564287824
501,506,Madhya Pradesh,Raisen,10084513977.213558,875882.1133195236,1375,180,1167,28,1,1331597.0,78.15567010424161,23.377136216156078
502,507,Mizoram,Lunglei,5356806230.318646,472771.86360269954,262,77,185,0,2,137155.0,92.56966037865489,23.023772522218156
503,508,West Bengal,Purulia,7437097323.988401,649743.477773265,3947,474,3449,24,2,2927965.0,86.4340344312912,23.263476120686338
504,509,Madhya Pradesh,Sehore,7787041098.454696,958524.1414629049,1700,276,1384,40,2,1311332.0,77.13120342956778,23.02328015037106
505,510,Gujarat,Panchmahal,3882272363.677885,500455.4298080036,2482,300,2163,19,0,1642268.0,73.63500425179538,22.709567498132586
506,511,Madhya Pradesh,Jabalpur,6064181482.478418,637312.3243285861,10863,992,9703,168,0,2463289.0,80.06058900336967,23.254870084264873
507,512,Gujarat,Dahod,4329155680.536746,430497.2248999542,1723,246,1471,6,1,2126558.0,74.0578076399855,22.88761446257048
508,513,Madhya Pradesh,Dewas,8283663194.415142,943963.4062263159,1640,327,1290,23,0,1563715.0,76.45394215901965,22.79008100815905
509,514,Madhya Pradesh,Anuppur,4471617621.373296,623268.6012907142,1216,126,1079,11,2,749237.0,81.67515565530566,23.06805906589538
510,515,Madhya Pradesh,Jhabua,4076689249.8065853,377974.2249230518,1519,249,1256,14,2,1025048.0,74.67015523120217,22.83783566319204
511,516,Jharkhand,Khunti,3115836168.1599197,431327.08123076055,1657,304,1349,4,2,531885.0,85.27636854377884,22.963079105518982
512,517,Madhya Pradesh,Narsinghpur,6083704416.8223,617246.8174252914,2696,227,2450,19,2,1091854.0,79.04507236194094,22.924623963072666
513,518,Madhya Pradesh,Dhar,9602161766.650906,636320.5953522007,2408,213,2162,33,0,2185793.0,75.09877268278592,22.588569551263436
514,519,Jharkhand,Saraikela-Kharsawan,3146432529.1122627,404412.0732860694,3157,376,2772,9,2,1065056,85.8802872922885,22.858343352846006
515,520,Madhya Pradesh,Mandla,8858627361.200947,786227.2292654201,793,103,683,7,2,1054905.0,80.50941546523302,22.70139582794018
516,521,Madhya Pradesh,Hoshangabad,7880740679.879102,630608.7676152157,2042,451,1550,41,1,1241350.0,78.0507807518778,22.537638430989258
517,522,Jharkhand,West Singhbhum,8499383905.798968,591237.2244756606,3917,342,3540,35,2,1502338.0,85.49656281243777,22.396526862346956
518,523,Madhya Pradesh,Chhindwara,13834420112.5622,903897.6253279444,1619,339,1252,28,1,2090922.0,78.79514628931608,22.18539751031401
519,524,Madhya Pradesh,Harda,3912375422.2645454,343933.0413288898,1035,184,836,15,1,570465,77.11071009135455,22.194797679637496
520,525,Madhya Pradesh,East Nimar,8731734008.981503,668193.6452318107,1598,114,1446,38,0,1310061.0,76.5515872795637,21.984655260692787
521,526,Gujarat,Porbandar,2696149437.3677955,458671.0872175722,505,31,470,4,2,585449,69.7866860867945,21.676074275511663
522,527,Madhya Pradesh,Balaghat,10788258901.803041,782270.0573956631,1349,352,989,8,2,1701698.0,80.49943268675688,21.868945249898736
523,528,Gujarat,Narmada,3280582123.867441,444320.4355848013,1020,83,936,1,1,590379.0,73.66727756391381,21.832984996148603
524,529,Madhya Pradesh,Barwani,6327531869.514402,540551.3433181393,1905,177,1707,21,0,1385881,75.06287361718393,21.74843598753854
525,530,Nagaland,Wokha,1937269016.8925354,278020.8865054874,36,0,36,0,2,166343.0,94.27358322563467,26.238730913731736
526,531,Nagaland,Phek,2333304804.902205,335398.45818181016,37,1,36,0,2,163418.0,94.54275485797423,25.641156898643878
527,532,Mizoram,Saiha,1713176877.4829545,292648.8842543865,31,0,31,0,2,60823.0,93.0234715472008,22.16734162006553
528,533,Mizoram,Lawngtlai,2953400777.2679625,521063.79251646966,79,38,41,0,2,73050.0,92.69218552785252,22.353495113029894
529,534,Nagaland,Kohima,1594148721.7285035,228744.82794137052,2061,316,1736,1,2,267988.0,94.152227864872,25.734996284779115
530,535,Nagaland,Dimapur,1230356327.942484,254951.1700218604,3432,744,2644,9,2,378811,93.71073585087844,25.850779998200778
531,536,Arunachal Pradesh,Lohit,3180209499.820937,419558.8116081192,307,78,229,0,2,145538.0,96.0534296797426,27.90609866038426
532,537,Arunachal Pradesh,Lower Subansiri,1862064097.645477,219664.61897089466,239,45,193,1,2,82839.0,93.78015693847897,27.571740361104304
533,538,Bihar,Vaishali,2462859077.312509,278730.42986375623,4406,208,4164,33,1,3495021.0,85.34986700917861,25.81914495393864
534,539,Bihar,Nalanda,2888909771.1559176,433982.8463502576,6295,321,5932,42,1,2877653.0,85.45673900551274,25.20773188732032
535,540,Bihar,Araria,3490874120.497591,437248.7566978062,5542,380,5147,15,2,2811569.0,87.32688876810737,26.168571067082777
536,541,Bihar,Purnia,3992510435.54876,519928.8860100042,6927,366,6552,9,1,3264619.0,87.4352406774408,25.817539062777772
537,542,Gujarat,Aravalli,3886555090.662468,460999.6320066075,639,197,418,24,0,1039918.0,73.27594406247874,23.412108561785452
538,543,Gujarat,Botad,3081350843.462251,446477.4205771597,777,110,662,5,1,656005.0,71.72690534455677,22.103266786043456
539,544,Gujarat,Chhota Udaipur,4054131636.7669883,562514.7514274317,539,80,457,2,1,1071831.0,73.85688631409549,22.152570611473443
540,545,Gujarat,Mahisagar,2988717542.790413,421333.6237239178,1084,88,991,5,1,994624.0,73.63524520653333,23.161913727220675
541,546,Gujarat,Gir Somnath,4340580753.394108,444401.21635672665,1514,151,1342,21,1,1217477.0,70.79173835531229,20.86861335620559
542,547,Uttar Pradesh,Amethi,4140223758.5460773,593761.8969463167,2604,295,2286,23,2,1280800.0,81.63017935219219,26.27533386417166
543,548,Meghalaya,West Jaintia Hills,2332323418.15944,321080.7519179309,83,42,41,0,2,270352.0,92.30839521429851,25.53365135732876
544,549,Tripura,South Tripura,1785393551.0062985,354877.2894028094,2745,609,2117,16,2,876001,91.5871227975978,23.170061557141555
545,550,Delhi,North West Delhi,202363736.56807056,104192.92574502924,32,31,0,1,0,3651261.0,77.02420852278985,28.724772058199903
546,551,Uttar Pradesh,Sambhal,3157227870.6437397,406046.1289679206,2390,215,2136,39,1,2217020.0,78.61027934986795,28.44896914731919
547,552,Haryana,Charkhi Dadri,1797297708.177387,324365.86511242465,693,167,522,4,1,502276.0,76.20014281967823,28.59634900178961
548,553,Manipur,Thoubal,362765744.9585546,211022.64976629047,1197,1157,23,17,2,420517.0,94.03035313625482,24.62098773216015
549,554,Manipur,Ukhrul,2636689842.2510858,346182.0595530753,364,346,18,0,2,183115.0,94.3749963408429,25.310601671223154
550,555,West Bengal,Alipurduar,3455633178.3545628,374951.2032271758,5193,563,4565,65,2,1700000.0,89.42424827968709,26.575408257678262
551,556,Madhya Pradesh,Datia,3316140432.048949,615195.3607465103,1271,115,1138,18,2,786754.0,78.5494602641033,25.711378203621663
552,557,Rajasthan,Rajsamand,5692261031.963073,790457.1678884847,2051,183,1844,24,1,1158283.0,73.97502880719162,25.315390391002143
553,558,Uttar Pradesh,Mahoba,4022226338.382229,621728.5955849858,918,89,820,9,2,708831.0,79.67054019185701,25.303545213392944
554,559,Rajasthan,Chittorgarh,9506564082.017448,1096766.6386656682,1885,174,1691,20,1,1544392.0,74.82470484298857,24.81236230329406
555,560,Madhya Pradesh,Panna,8603292574.77675,908471.5677256908,725,73,649,3,2,1016520.0,80.20550994328956,24.511502676827824
556,561,Gujarat,Surendranagar,10813475595.950485,1090555.6480898762,1935,341,1583,11,1,1585268.0,71.59449892968074,22.80136262082794
557,562,Gujarat,Anand,3252468553.316441,413586.292601997,1182,45,1121,16,0,2092745,72.82740776635194,22.56485576740209
558,563,Madhya Pradesh,Betul,11736896136.390005,800314.9790998079,2029,393,1589,47,1,1575362.0,77.88616283165972,21.915574775465547
559,564,Gujarat,Junagadh,5852199547.709743,619256.4431058521,3060,355,2672,33,2,1525605.0,70.40486431388595,21.393873791193567
560,565,Gujarat,Devbhoomi Dwarka,4904139477.6128645,742263.1732925355,618,135,478,5,2,752484.0,69.34000169416373,22.27335982873093
561,566,Gujarat,Morbi,5759468598.3608,662040.8187998701,1810,224,1570,16,2,960329.0,70.88795740036906,22.809631325846894
562,567,Jammu and Kashmir,Kupwara,3843550240.118131,322491.78985549754,3827,643,3114,70,1,875564.0,74.25483776163055,34.43526717887417
563,568,Jammu and Kashmir,Bandipora,3742379838.3928986,408805.2839949753,3646,398,3207,41,0,385099.0,74.77821409287718,34.378250519070235
564,569,Jammu and Kashmir,Baramulla,3157864482.20098,335041.48214265314,4761,1448,3187,126,1,1015503.0,74.38631421758484,34.172805045301835
565,570,Jammu and Kashmir,Ganderbal,2178037753.336605,337700.58100779896,3075,265,2780,30,1,297003.0,74.96003791644269,34.282640306016994
566,571,Jammu and Kashmir,Budgam,1915340598.4627,219592.03253323265,5263,766,4408,89,1,755331.0,74.64392072238586,33.89706739796549
567,572,Jammu and Kashmir,Punch,6217927908.7215,470485.3329586122,1957,826,1113,18,2,476835,74.29125929033344,33.67313015243692
568,573,Jammu and Kashmir,Shopian,736657384.6908134,196055.92865887933,2079,151,1896,32,0,265960.0,74.84743959495167,33.74307131036932
569,574,Jammu and Kashmir,Kulgam,1699266676.1032858,340109.25787351065,2317,86,2188,43,1,423181.0,74.89674900380695,33.629236279843255
570,575,Jammu and Kashmir,Rajouri,3854903049.745335,373626.4644792368,2921,527,2355,39,1,619266.0,74.49616638017746,33.28324631151239
571,576,Jammu and Kashmir,Ramban,1722965695.3311007,228381.87607334074,1430,116,1303,11,1,283313.0,75.18270181430648,33.276057890957645
572,577,Jammu and Kashmir,Doda,3401144550.5648136,337757.5019883141,2371,829,1504,38,2,409576.0,75.73667749690762,33.0484057558953
573,578,Himachal Pradesh,Chamba,9226894286.254791,671987.3115413936,932,119,797,12,1,515844.0,76.39808842843522,32.58913775464972
574,579,Jammu and Kashmir,Kathua,3500894965.0697,374786.1038708221,2218,139,2051,28,1,615711.0,75.55656895515934,32.60063687032194
575,580,Punjab,Gurdaspur,3626197067.456954,390872.4721072809,6311,439,5705,167,1,2299026.0,75.21849428522566,31.87623090403473
576,581,Himachal Pradesh,Kullu,7646500318.51678,503497.86121718865,791,301,476,12,2,437474.0,77.39167688011223,31.893688160152465
577,582,Himachal Pradesh,Mandi,5461951163.297797,402401.9352364463,1946,579,1339,28,2,999518.0,76.96281664023037,31.655710638666314
578,583,Himachal Pradesh,Una,2133789564.3254907,293212.97692628537,1386,210,1162,14,1,521057.0,76.18129316022312,31.60389348777373
579,584,Punjab,Tarn Taran,3322890088.706964,374677.1055055557,1763,136,1553,74,1,1119627,74.88279600193259,31.390580723900875
580,585,Himachal Pradesh,Solan,2645999742.086393,368951.3063751765,3244,484,2716,34,1,576670.0,76.92415748929596,31.049730176549268
581,586,Punjab,Shahid Bhagat Singh Nagar,1730419888.2000165,314192.1070194002,1757,164,1537,56,1,612310,76.0638112493665,31.169776032359522
582,587,Punjab,Fazilka,3879929468.341561,415980.8104917471,2588,411,2135,42,2,1180483.0,74.20253207195829,30.320330301575975
583,588,Punjab,Moga,3036136858.1523905,345148.01436812175,2353,277,2000,76,1,992289.0,75.16921957689598,30.808300391527958
584,589,Punjab,Ludhiana,5019782020.351835,469716.4258701858,18853,508,17555,790,0,3487882.0,75.82471379633195,30.74845143106764
585,590,Uttarakhand,Chamoli,10549102599.287071,619157.7523460857,1193,272,918,0,2,391114.0,79.51559998914831,30.45942333242289
586,591,Himachal Pradesh,Sirmaur,3838334506.051303,411611.1927908275,1927,170,1742,15,1,530164.0,77.40426370193501,30.688528425477724
587,592,Uttarakhand,Tehri Garhwal,5276176446.1402645,643117.0932365453,2663,605,2046,4,2,616409.0,78.48163850255071,30.476377400469755
588,593,Punjab,Sri Muktsar Sahib,3555272499.939007,416546.0321214807,2648,437,2162,49,1,902702.0,74.55784223505458,30.34817469830359
589,594,Uttarakhand,Rudraprayag,2686932402.274391,294312.11421455065,785,158,624,2,2,236857.0,79.08669818038922,30.464661131910077
590,595,Uttarakhand,Pithoragarh,9679194216.17333,714343.360057024,1175,220,950,5,2,485993.0,80.31166980437935,30.156852050249963
591,596,Haryana,Yamunanagar,2317238062.037301,315756.05333048786,4548,295,4167,86,1,1214162.0,77.2800668294525,30.24534065804668
592,597,Uttar Pradesh,Saharanpur,4970892071.351747,438981.3612191681,7316,771,6435,110,0,2848152.0,77.58827826532627,29.910957614511727
593,598,Punjab,Mansa,2930573589.6566052,403828.18244890077,1703,180,1490,33,1,768808.0,75.42023576378264,29.860487440205606
594,599,Haryana,Kurukshetra,2248965042.03269,301895.7231937754,5961,453,5413,95,1,964231.0,76.80779707540093,30.04061252755678
595,600,Uttarakhand,Bageshwar,2990239606.2434,370198.4882346315,720,128,588,4,2,259840.0,79.87836589703765,29.97900512544645
596,601,Uttarakhand,Pauri Garhwal,7047634795.073005,485903.0084747236,2153,545,1564,21,2,686572.0,78.83070490817057,29.90583504976013
597,602,Uttarakhand,Almora,4182304382.759161,462107.68759848154,1543,143,1386,8,2,622506,79.46678520955162,29.67022421230669
598,603,Haryana,Jind,3658634977.446397,456507.4465557873,2320,228,2050,42,1,1332042.0,76.28083544082091,29.42400806001586
599,604,Uttarakhand,Champawat,2334290112.415121,319071.11655989377,906,243,654,5,2,259315.0,80.01893060179988,29.286667877372878
600,605,Haryana,Sonipat,2863218215.919881,326244.18159582064,8712,375,8289,48,0,1480080.0,76.88259473692887,29.022775549950182
601,606,Uttar Pradesh,Moradabad,2933123221.8382144,513741.889623772,9087,1086,7851,150,0,3749630.0,78.80346744381681,28.84477422523424
602,607,Haryana,Bhiwani,4325746201.396769,465062.8541904607,3027,245,2743,39,1,1629109.0,75.87372597911497,28.766606146216798
603,608,Uttar Pradesh,Shamli,1674062353.3587995,235745.9026984934,2535,241,2273,21,1,1377840.0,77.28020397858404,29.467393812752274
604,609,Punjab,Firozpur,3221492056.9873924,417312.8447419013,3927,312,3506,109,1,965337.0,74.80985084447849,30.918763778053403
605,610,Jammu and Kashmir,Samba,1336135778.739489,271527.3959660749,1926,471,1431,24,1,318611.0,75.09801881769063,32.60941002895029
606,611,Punjab,Kapurthala,2243646416.2193394,518646.05345972406,3652,387,3114,151,1,815168,75.51202367719208,31.34792568078781
607,612,Chhattisgarh,Balrampur,7491715748.245915,727195.2173491709,1252,282,966,4,2,598855.0,83.54455880916628,23.50696868680409
608,613,Karnataka,Vijayapur,11515600089.681637,733407.8885635736,10547,1095,9280,172,1,2177331.0,75.94713892808909,16.871659529452348
609,614,Uttar Pradesh,Hamirpur,4822303924.252731,572215.9349841459,1133,100,1014,19,2,1042374.0,79.88356423551426,25.72805177554596
610,615,Himachal Pradesh,Hamirpur,1544876661.3714266,224524.5847210229,985,154,824,7,1,1042374.0,76.55088445331958,31.676741340632024
611,616,Rajasthan,Pratapgarh,5324406654.0707035,513081.08413588343,845,88,745,12,2,2727156.0,74.65510633856073,24.008505562241453
612,617,Uttar Pradesh,Pratapgarh,4604305889.766834,597787.4641379329,3884,301,3538,45,1,2727156.0,81.8782807945697,25.866451339028096
613,618,Puducherry,Mahe,9293844.37678457,27726.68497848385,523,232,287,4,2,41816,75.5382977130377,11.727433674409516
614,619,Dadra and Nagar Haveli and Daman and Diu,Diu,38491700.00002637,45663.61412242301,306,3,300,0,2,52074,70.95608151076367,20.718203742559666
